pais,mes,tipo_asignacion,estado,servicios,expedientes
Costa Rica,2025-05,SIN_TIPO,CONCLUIDA,485,484
Costa Rica,2025-06,ANCLAJE APP SOA,CANCELADA,261,148
Costa Rica,2025-06,ANCLAJE APP SOA,CONCLUIDA,1353,1008
Costa Rica,2025-06,ANCLAJE BASE,CANCELADA,33,26
Costa Rica,2025-06,ANCLAJE BASE,CONCLUIDA,748,185
Costa Rica,2025-06,APP,CANCELADA,51,43
Costa Rica,2025-06,APP,CONCLUIDA,317,305
Costa Rica,2025-06,MANUAL,CANCELADA,752,305
Costa Rica,2025-06,MANUAL,CONCLUIDA,1915,1336
Costa Rica,2025-06,SIN_TIPO,CANCELADA,981,900
Costa Rica,2025-06,SIN_TIPO,CONCLUIDA,416,414
Costa Rica,2025-07,ANCLAJE APP SOA,CANCELADA,227,139
Costa Rica,2025-07,ANCLAJE APP SOA,CONCLUIDA,1361,1016
Costa Rica,2025-07,ANCLAJE BASE,CANCELADA,2,1
Costa Rica,2025-07,ANCLAJE BASE,CONCLUIDA,16,13
Costa Rica,2025-07,APP,CANCELADA,45,34
Costa Rica,2025-07,APP,CONCLUIDA,262,257
Costa Rica,2025-07,MANUAL,CANCELADA,939,387
Costa Rica,2025-07,MANUAL,CONCLUIDA,2224,1678
Costa Rica,2025-07,SIN_TIPO,CANCELADA,1012,916
Costa Rica,2025-07,SIN_TIPO,CONCLUIDA,344,344
Costa Rica,2025-08,ANCLAJE APP SOA,CANCELADA,297,172
Costa Rica,2025-08,ANCLAJE APP SOA,CONCLUIDA,1505,1043
Costa Rica,2025-08,ANCLAJE BASE,CONCLUIDA,18,16
Costa Rica,2025-08,APP,CANCELADA,9,9
Costa Rica,2025-08,APP,CONCLUIDA,59,54
Costa Rica,2025-08,MANUAL,CANCELADA,1063,364
Costa Rica,2025-08,MANUAL,CONCLUIDA,2592,1768
Costa Rica,2025-08,SIN_TIPO,CANCELADA,1055,907
Costa Rica,2025-08,SIN_TIPO,CONCLUIDA,437,435
Costa Rica,2025-09,ANCLAJE APP SOA,CANCELADA,389,201
Costa Rica,2025-09,ANCLAJE APP SOA,CONCLUIDA,2095,1258
Costa Rica,2025-09,ANCLAJE APP SOA,PROCESO,24,14
Costa Rica,2025-09,ANCLAJE BASE,CANCELADA,4,2
Costa Rica,2025-09,ANCLAJE BASE,CONCLUIDA,18,13
Costa Rica,2025-09,APP,CANCELADA,8,6
Costa Rica,2025-09,APP,CONCLUIDA,78,74
Costa Rica,2025-09,MANUAL,CANCELADA,980,338
Costa Rica,2025-09,MANUAL,CONCLUIDA,3857,2215
Costa Rica,2025-09,MANUAL,PROCESO,76,31
Costa Rica,2025-09,SIN_TIPO,CANCELADA,1018,868
Costa Rica,2025-09,SIN_TIPO,CONCLUIDA,480,477
Costa Rica,2025-10,ANCLAJE APP SOA,CANCELADA,314,169
Costa Rica,2025-10,ANCLAJE APP SOA,CONCLUIDA,1584,1077
Costa Rica,2025-10,ANCLAJE APP SOA,PROCESO,441,184
Costa Rica,2025-10,ANCLAJE BASE,CANCELADA,5,3
Costa Rica,2025-10,ANCLAJE BASE,CONCLUIDA,68,33
Costa Rica,2025-10,ANCLAJE BASE,PROCESO,24,18
Costa Rica,2025-10,APP,CANCELADA,3,3
Costa Rica,2025-10,APP,CONCLUIDA,40,39
Costa Rica,2025-10,MANUAL,CANCELADA,582,226
Costa Rica,2025-10,MANUAL,CONCLUIDA,2801,1752
Costa Rica,2025-10,MANUAL,PROCESO,710,293
Costa Rica,2025-10,SIN_TIPO,CANCELADA,997,804
Costa Rica,2025-10,SIN_TIPO,CONCLUIDA,539,507
Costa Rica,2025-10,SIN_TIPO,PROCESO,34,19
Dominicana,2023-01,ANCLAJE,CANCELADA,142,116
Dominicana,2023-01,ANCLAJE,CONCLUIDA,882,839
Dominicana,2023-01,APP,CANCELADA,72,56
Dominicana,2023-01,APP,CONCLUIDA,488,478
Dominicana,2023-01,MANUAL,CANCELADA,241,192
Dominicana,2023-01,MANUAL,CONCLUIDA,833,776
Dominicana,2023-01,SIN_TIPO,CANCELADA,486,424
Dominicana,2023-01,SIN_TIPO,CONCLUIDA,19,19
Dominicana,2023-02,ANCLAJE,CANCELADA,114,89
Dominicana,2023-02,ANCLAJE,CONCLUIDA,724,679
Dominicana,2023-02,APP,CANCELADA,110,92
Dominicana,2023-02,APP,CONCLUIDA,678,666
Dominicana,2023-02,MANUAL,CANCELADA,154,131
Dominicana,2023-02,MANUAL,CONCLUIDA,591,542
Dominicana,2023-02,SIN_TIPO,CANCELADA,419,395
Dominicana,2023-02,SIN_TIPO,CONCLUIDA,25,25
Dominicana,2023-03,ANCLAJE,CANCELADA,110,99
Dominicana,2023-03,ANCLAJE,CONCLUIDA,686,657
Dominicana,2023-03,APP,CANCELADA,191,114
Dominicana,2023-03,APP,CONCLUIDA,994,841
Dominicana,2023-03,MANUAL,CANCELADA,186,146
Dominicana,2023-03,MANUAL,CONCLUIDA,709,647
Dominicana,2023-03,SIN_TIPO,CANCELADA,457,415
Dominicana,2023-03,SIN_TIPO,CONCLUIDA,28,28
Dominicana,2023-04,ANCLAJE,CANCELADA,124,104
Dominicana,2023-04,ANCLAJE,CONCLUIDA,803,752
Dominicana,2023-04,APP,CANCELADA,95,87
Dominicana,2023-04,APP,CONCLUIDA,680,669
Dominicana,2023-04,MANUAL,CANCELADA,204,169
Dominicana,2023-04,MANUAL,CONCLUIDA,725,682
Dominicana,2023-04,SIN_TIPO,CANCELADA,452,430
Dominicana,2023-04,SIN_TIPO,CONCLUIDA,25,25
Dominicana,2023-05,ANCLAJE,CANCELADA,118,97
Dominicana,2023-05,ANCLAJE,CONCLUIDA,837,784
Dominicana,2023-05,APP,CANCELADA,114,89
Dominicana,2023-05,APP,CONCLUIDA,883,870
Dominicana,2023-05,MANUAL,CANCELADA,257,210
Dominicana,2023-05,MANUAL,CONCLUIDA,828,752
Dominicana,2023-05,SIN_TIPO,CANCELADA,519,472
Dominicana,2023-05,SIN_TIPO,CONCLUIDA,40,40
Dominicana,2023-06,ANCLAJE,CANCELADA,84,76
Dominicana,2023-06,ANCLAJE,CONCLUIDA,683,654
Dominicana,2023-06,APP,CANCELADA,139,123
Dominicana,2023-06,APP,CONCLUIDA,1015,1008
Dominicana,2023-06,MANUAL,CANCELADA,256,219
Dominicana,2023-06,MANUAL,CONCLUIDA,674,633
Dominicana,2023-06,SIN_TIPO,CANCELADA,451,429
Dominicana,2023-06,SIN_TIPO,CONCLUIDA,55,55
Dominicana,2023-07,ANCLAJE,CANCELADA,98,81
Dominicana,2023-07,ANCLAJE,CONCLUIDA,712,667
Dominicana,2023-07,APP,CANCELADA,105,91
Dominicana,2023-07,APP,CONCLUIDA,995,980
Dominicana,2023-07,MANUAL,CANCELADA,291,224
Dominicana,2023-07,MANUAL,CONCLUIDA,772,728
Dominicana,2023-07,SIN_TIPO,CANCELADA,461,424
Dominicana,2023-07,SIN_TIPO,CONCLUIDA,75,75
Dominicana,2023-08,ANCLAJE,CANCELADA,154,132
Dominicana,2023-08,ANCLAJE,CONCLUIDA,788,741
Dominicana,2023-08,APP,CANCELADA,159,137
Dominicana,2023-08,APP,CONCLUIDA,1060,1053
Dominicana,2023-08,MANUAL,CANCELADA,345,273
Dominicana,2023-08,MANUAL,CONCLUIDA,775,711
Dominicana,2023-08,SIN_TIPO,CANCELADA,478,447
Dominicana,2023-08,SIN_TIPO,CONCLUIDA,47,47
Dominicana,2023-09,ANCLAJE,CANCELADA,92,81
Dominicana,2023-09,ANCLAJE,CONCLUIDA,712,682
Dominicana,2023-09,APP,CANCELADA,149,134
Dominicana,2023-09,APP,CONCLUIDA,1162,1151
Dominicana,2023-09,MANUAL,CANCELADA,257,213
Dominicana,2023-09,MANUAL,CONCLUIDA,688,639
Dominicana,2023-09,SIN_TIPO,CANCELADA,495,449
Dominicana,2023-09,SIN_TIPO,CONCLUIDA,32,32
Dominicana,2023-10,ANCLAJE,CANCELADA,182,154
Dominicana,2023-10,ANCLAJE,CONCLUIDA,939,864
Dominicana,2023-10,APP,CANCELADA,165,110
Dominicana,2023-10,APP,CONCLUIDA,978,966
Dominicana,2023-10,MANUAL,CANCELADA,229,197
Dominicana,2023-10,MANUAL,CONCLUIDA,647,602
Dominicana,2023-10,SIN_TIPO,CANCELADA,443,405
Dominicana,2023-10,SIN_TIPO,CONCLUIDA,40,40
Dominicana,2023-11,ANCLAJE,CANCELADA,243,189
Dominicana,2023-11,ANCLAJE,CONCLUIDA,1074,935
Dominicana,2023-11,APP,CANCELADA,160,134
Dominicana,2023-11,APP,CONCLUIDA,777,766
Dominicana,2023-11,MANUAL,CANCELADA,384,339
Dominicana,2023-11,MANUAL,CONCLUIDA,838,769
Dominicana,2023-11,SIN_TIPO,CANCELADA,640,581
Dominicana,2023-11,SIN_TIPO,CONCLUIDA,17,17
Dominicana,2023-12,ANCLAJE,CANCELADA,220,184
Dominicana,2023-12,ANCLAJE,CONCLUIDA,1146,968
Dominicana,2023-12,APP,CANCELADA,79,79
Dominicana,2023-12,APP,CONCLUIDA,642,634
Dominicana,2023-12,MANUAL,CANCELADA,344,283
Dominicana,2023-12,MANUAL,CONCLUIDA,882,783
Dominicana,2023-12,SIN_TIPO,CANCELADA,450,394
Dominicana,2023-12,SIN_TIPO,CONCLUIDA,35,35
Dominicana,2024-01,ANCLAJE,CANCELADA,120,107
Dominicana,2024-01,ANCLAJE,CONCLUIDA,888,828
Dominicana,2024-01,APP,CANCELADA,126,116
Dominicana,2024-01,APP,CONCLUIDA,730,726
Dominicana,2024-01,MANUAL,CANCELADA,269,229
Dominicana,2024-01,MANUAL,CONCLUIDA,862,816
Dominicana,2024-01,SIN_TIPO,CANCELADA,466,440
Dominicana,2024-01,SIN_TIPO,CONCLUIDA,14,14
Dominicana,2024-02,ANCLAJE,CANCELADA,133,115
Dominicana,2024-02,ANCLAJE,CONCLUIDA,698,638
Dominicana,2024-02,APP,CANCELADA,99,90
Dominicana,2024-02,APP,CONCLUIDA,835,826
Dominicana,2024-02,MANUAL,CANCELADA,254,209
Dominicana,2024-02,MANUAL,CONCLUIDA,676,638
Dominicana,2024-02,SIN_TIPO,CANCELADA,484,443
Dominicana,2024-02,SIN_TIPO,CONCLUIDA,5,5
Dominicana,2024-03,ANCLAJE,CANCELADA,191,165
Dominicana,2024-03,ANCLAJE,CONCLUIDA,867,819
Dominicana,2024-03,APP,CANCELADA,124,90
Dominicana,2024-03,APP,CONCLUIDA,790,771
Dominicana,2024-03,MANUAL,CANCELADA,226,193
Dominicana,2024-03,MANUAL,CONCLUIDA,784,725
Dominicana,2024-03,SIN_TIPO,CANCELADA,518,448
Dominicana,2024-03,SIN_TIPO,CONCLUIDA,7,7
Dominicana,2024-04,ANCLAJE,CANCELADA,63,54
Dominicana,2024-04,ANCLAJE,CONCLUIDA,284,276
Dominicana,2024-04,ANCLAJE APP,CANCELADA,160,142
Dominicana,2024-04,ANCLAJE APP,CONCLUIDA,737,697
Dominicana,2024-04,ANCLAJE BASE,CONCLUIDA,1,1
Dominicana,2024-04,APP,CANCELADA,80,77
Dominicana,2024-04,APP,CONCLUIDA,697,693
Dominicana,2024-04,MANUAL,CANCELADA,254,210
Dominicana,2024-04,MANUAL,CONCLUIDA,754,698
Dominicana,2024-04,SIN_TIPO,CANCELADA,528,488
Dominicana,2024-04,SIN_TIPO,CONCLUIDA,9,9
Dominicana,2024-05,ANCLAJE APP,CANCELADA,259,224
Dominicana,2024-05,ANCLAJE APP,CONCLUIDA,1049,1012
Dominicana,2024-05,ANCLAJE BASE,CONCLUIDA,7,7
Dominicana,2024-05,APP,CANCELADA,79,75
Dominicana,2024-05,APP,CONCLUIDA,752,749
Dominicana,2024-05,MANUAL,CANCELADA,255,199
Dominicana,2024-05,MANUAL,CONCLUIDA,742,700
Dominicana,2024-05,SIN_TIPO,CANCELADA,563,525
Dominicana,2024-05,SIN_TIPO,CONCLUIDA,4,4
Dominicana,2024-06,ANCLAJE APP,CANCELADA,192,173
Dominicana,2024-06,ANCLAJE APP,CONCLUIDA,966,930
Dominicana,2024-06,ANCLAJE BASE,CONCLUIDA,3,3
Dominicana,2024-06,APP,CANCELADA,102,97
Dominicana,2024-06,APP,CONCLUIDA,688,686
Dominicana,2024-06,MANUAL,CANCELADA,228,200
Dominicana,2024-06,MANUAL,CONCLUIDA,655,630
Dominicana,2024-06,SIN_TIPO,CANCELADA,571,541
Dominicana,2024-06,SIN_TIPO,CONCLUIDA,9,9
Dominicana,2024-07,ANCLAJE APP,CANCELADA,179,157
Dominicana,2024-07,ANCLAJE APP,CONCLUIDA,635,604
Dominicana,2024-07,ANCLAJE APP SOA,CANCELADA,25,22
Dominicana,2024-07,ANCLAJE APP SOA,CONCLUIDA,140,133
Dominicana,2024-07,ANCLAJE BASE,CANCELADA,7,7
Dominicana,2024-07,ANCLAJE BASE,CONCLUIDA,14,14
Dominicana,2024-07,APP,CANCELADA,149,134
Dominicana,2024-07,APP,CONCLUIDA,1082,1074
Dominicana,2024-07,MANUAL,CANCELADA,252,221
Dominicana,2024-07,MANUAL,CONCLUIDA,620,578
Dominicana,2024-07,SIN_TIPO,CANCELADA,571,553
Dominicana,2024-07,SIN_TIPO,CONCLUIDA,8,8
Dominicana,2024-08,ANCLAJE APP SOA,CANCELADA,186,172
Dominicana,2024-08,ANCLAJE APP SOA,CONCLUIDA,791,757
Dominicana,2024-08,ANCLAJE BASE,CANCELADA,4,4
Dominicana,2024-08,ANCLAJE BASE,CONCLUIDA,51,47
Dominicana,2024-08,APP,CANCELADA,103,98
Dominicana,2024-08,APP,CONCLUIDA,961,956
Dominicana,2024-08,BASE AUTOMATICO,CANCELADA,2,1
Dominicana,2024-08,MANUAL,CANCELADA,164,149
Dominicana,2024-08,MANUAL,CONCLUIDA,610,574
Dominicana,2024-08,SIN_TIPO,CANCELADA,558,524
Dominicana,2024-09,ANCLAJE APP SOA,CANCELADA,383,342
Dominicana,2024-09,ANCLAJE APP SOA,CONCLUIDA,1406,1350
Dominicana,2024-09,ANCLAJE BASE,CONCLUIDA,7,7
Dominicana,2024-09,APP,CANCELADA,104,100
Dominicana,2024-09,APP,CONCLUIDA,797,792
Dominicana,2024-09,MANUAL,CANCELADA,73,70
Dominicana,2024-09,MANUAL,CONCLUIDA,209,196
Dominicana,2024-09,SIN_TIPO,CANCELADA,567,520
Dominicana,2024-09,SIN_TIPO,CONCLUIDA,3,3
Dominicana,2024-10,ANCLAJE APP SOA,CANCELADA,201,181
Dominicana,2024-10,ANCLAJE APP SOA,CONCLUIDA,953,899
Dominicana,2024-10,ANCLAJE BASE,CANCELADA,2,2
Dominicana,2024-10,ANCLAJE BASE,CONCLUIDA,1,1
Dominicana,2024-10,APP,CANCELADA,107,101
Dominicana,2024-10,APP,CONCLUIDA,971,970
Dominicana,2024-10,MANUAL,CANCELADA,171,160
Dominicana,2024-10,MANUAL,CONCLUIDA,643,613
Dominicana,2024-10,SIN_TIPO,CANCELADA,550,510
Dominicana,2024-10,SIN_TIPO,CONCLUIDA,5,5
Dominicana,2024-11,ANCLAJE APP SOA,CANCELADA,151,137
Dominicana,2024-11,ANCLAJE APP SOA,CONCLUIDA,859,833
Dominicana,2024-11,ANCLAJE BASE,CANCELADA,1,1
Dominicana,2024-11,ANCLAJE BASE,CONCLUIDA,16,16
Dominicana,2024-11,APP,CANCELADA,139,137
Dominicana,2024-11,APP,CONCLUIDA,1134,1130
Dominicana,2024-11,MANUAL,CANCELADA,189,170
Dominicana,2024-11,MANUAL,CONCLUIDA,630,581
Dominicana,2024-11,SIN_TIPO,CANCELADA,696,653
Dominicana,2024-11,SIN_TIPO,CONCLUIDA,1,1
Dominicana,2024-12,ANCLAJE APP SOA,CANCELADA,198,190
Dominicana,2024-12,ANCLAJE APP SOA,CONCLUIDA,1122,1079
Dominicana,2024-12,ANCLAJE BASE,CONCLUIDA,2,2
Dominicana,2024-12,APP,CANCELADA,125,125
Dominicana,2024-12,APP,CONCLUIDA,833,829
Dominicana,2024-12,MANUAL,CANCELADA,220,200
Dominicana,2024-12,MANUAL,CONCLUIDA,711,673
Dominicana,2024-12,SIN_TIPO,CANCELADA,697,657
Dominicana,2024-12,SIN_TIPO,CONCLUIDA,2,2
Dominicana,2025-01,ANCLAJE APP SOA,CANCELADA,166,155
Dominicana,2025-01,ANCLAJE APP SOA,CONCLUIDA,881,848
Dominicana,2025-01,ANCLAJE BASE,CONCLUIDA,4,4
Dominicana,2025-01,APP,CANCELADA,132,124
Dominicana,2025-01,APP,CONCLUIDA,871,865
Dominicana,2025-01,MANUAL,CANCELADA,237,209
Dominicana,2025-01,MANUAL,CONCLUIDA,775,748
Dominicana,2025-01,SIN_TIPO,CANCELADA,657,621
Dominicana,2025-01,SIN_TIPO,CONCLUIDA,6,6
Dominicana,2025-02,ANCLAJE APP SOA,CANCELADA,113,103
Dominicana,2025-02,ANCLAJE APP SOA,CONCLUIDA,790,751
Dominicana,2025-02,ANCLAJE APP SOA,PROCESO,1,1
Dominicana,2025-02,ANCLAJE BASE,CANCELADA,2,1
Dominicana,2025-02,APP,CANCELADA,113,104
Dominicana,2025-02,APP,CONCLUIDA,764,761
Dominicana,2025-02,BASE AUTOMATICO,CANCELADA,1,1
Dominicana,2025-02,MANUAL,CANCELADA,167,151
Dominicana,2025-02,MANUAL,CONCLUIDA,765,727
Dominicana,2025-02,SIN_TIPO,CANCELADA,619,592
Dominicana,2025-03,ANCLAJE APP SOA,CANCELADA,174,164
Dominicana,2025-03,ANCLAJE APP SOA,CONCLUIDA,1113,1078
Dominicana,2025-03,ANCLAJE BASE,CANCELADA,6,1
Dominicana,2025-03,APIROUTE1,CANCELADA,3,1
Dominicana,2025-03,APIROUTE1,CONCLUIDA,1,1
Dominicana,2025-03,APP,CANCELADA,105,96
Dominicana,2025-03,APP,CONCLUIDA,762,758
Dominicana,2025-03,MANUAL,CANCELADA,191,173
Dominicana,2025-03,MANUAL,CONCLUIDA,749,712
Dominicana,2025-03,SIN_TIPO,CANCELADA,745,697
Dominicana,2025-03,SIN_TIPO,CONCLUIDA,6,6
Dominicana,2025-04,ANCLAJE APP SOA,CANCELADA,162,155
Dominicana,2025-04,ANCLAJE APP SOA,CONCLUIDA,1018,990
Dominicana,2025-04,APP,CANCELADA,82,74
Dominicana,2025-04,APP,CONCLUIDA,425,425
Dominicana,2025-04,MANUAL,CANCELADA,209,184
Dominicana,2025-04,MANUAL,CONCLUIDA,793,761
Dominicana,2025-04,SIN_TIPO,CANCELADA,689,663
Dominicana,2025-04,SIN_TIPO,CONCLUIDA,3,3
Dominicana,2025-05,ANCLAJE APP SOA,CANCELADA,170,162
Dominicana,2025-05,ANCLAJE APP SOA,CONCLUIDA,1028,996
Dominicana,2025-05,ANCLAJE BASE,CANCELADA,4,1
Dominicana,2025-05,APP,CANCELADA,73,71
Dominicana,2025-05,APP,CONCLUIDA,634,629
Dominicana,2025-05,MANUAL,CANCELADA,214,176
Dominicana,2025-05,MANUAL,CONCLUIDA,820,789
Dominicana,2025-05,SIN_TIPO,CANCELADA,837,786
Dominicana,2025-05,SIN_TIPO,CONCLUIDA,4,4
Dominicana,2025-06,ANCLAJE APP SOA,CANCELADA,115,100
Dominicana,2025-06,ANCLAJE APP SOA,CONCLUIDA,767,732
Dominicana,2025-06,APP,CANCELADA,107,95
Dominicana,2025-06,APP,CONCLUIDA,817,807
Dominicana,2025-06,MANUAL,CANCELADA,215,179
Dominicana,2025-06,MANUAL,CONCLUIDA,661,630
Dominicana,2025-06,SIN_TIPO,CANCELADA,791,733
Dominicana,2025-06,SIN_TIPO,CONCLUIDA,1,1
Dominicana,2025-07,ANCLAJE APP SOA,CANCELADA,117,106
Dominicana,2025-07,ANCLAJE APP SOA,CONCLUIDA,872,829
Dominicana,2025-07,APP,CANCELADA,82,77
Dominicana,2025-07,APP,CONCLUIDA,837,832
Dominicana,2025-07,BASE AUTOMATICO,CANCELADA,21,1
Dominicana,2025-07,MANUAL,CANCELADA,180,153
Dominicana,2025-07,MANUAL,CONCLUIDA,684,652
Dominicana,2025-07,SIN_TIPO,CANCELADA,846,792
Dominicana,2025-07,SIN_TIPO,CONCLUIDA,8,8
Dominicana,2025-08,ANCLAJE APP SOA,CANCELADA,131,115
Dominicana,2025-08,ANCLAJE APP SOA,CONCLUIDA,819,797
Dominicana,2025-08,APP,CANCELADA,88,85
Dominicana,2025-08,APP,CONCLUIDA,817,809
Dominicana,2025-08,BASE AUTOMATICO,CANCELADA,1,1
Dominicana,2025-08,MANUAL,CANCELADA,163,147
Dominicana,2025-08,MANUAL,CONCLUIDA,721,687
Dominicana,2025-08,SIN_TIPO,CANCELADA,783,742
Dominicana,2025-08,SIN_TIPO,CONCLUIDA,11,10
Dominicana,2025-09,ANCLAJE APP SOA,CANCELADA,180,148
Dominicana,2025-09,ANCLAJE APP SOA,CONCLUIDA,999,953
Dominicana,2025-09,ANCLAJE BASE,CONCLUIDA,3,3
Dominicana,2025-09,APP,CANCELADA,103,87
Dominicana,2025-09,APP,CONCLUIDA,870,863
Dominicana,2025-09,MANUAL,CANCELADA,192,166
Dominicana,2025-09,MANUAL,CONCLUIDA,642,605
Dominicana,2025-09,SIN_TIPO,CANCELADA,819,781
Dominicana,2025-09,SIN_TIPO,CONCLUIDA,4,4
Dominicana,2025-09,SIN_TIPO,PROCESO,1,1
Dominicana,2025-10,ANCLAJE APP SOA,CANCELADA,143,126
Dominicana,2025-10,ANCLAJE APP SOA,CONCLUIDA,769,734
Dominicana,2025-10,ANCLAJE APP SOA,PROCESO,65,60
Dominicana,2025-10,ANCLAJE BASE,CONCLUIDA,7,6
Dominicana,2025-10,APP,CANCELADA,101,91
Dominicana,2025-10,APP,CONCLUIDA,775,768
Dominicana,2025-10,APP,PROCESO,42,42
Dominicana,2025-10,MANUAL,CANCELADA,115,97
Dominicana,2025-10,MANUAL,CONCLUIDA,482,454
Dominicana,2025-10,MANUAL,PROCESO,56,56
Dominicana,2025-10,SIN_TIPO,CANCELADA,661,628
Dominicana,2025-10,SIN_TIPO,CONCLUIDA,2,2
Dominicana,2025-10,SIN_TIPO,PROCESO,4,4
Ecuador,2023-10,ANCLAJE,CANCELADA,6,2
Ecuador,2023-10,ANCLAJE,CONCLUIDA,11,5
Ecuador,2023-10,APP,CANCELADA,25,8
Ecuador,2023-10,APP,CONCLUIDA,36,7
Ecuador,2023-10,MANUAL,CANCELADA,5,3
Ecuador,2023-10,MANUAL,CONCLUIDA,7,5
Ecuador,2023-10,SIN_TIPO,CANCELADA,57,19
Ecuador,2023-11,ANCLAJE,CANCELADA,1,1
Ecuador,2023-11,MANUAL,CANCELADA,85,62
Ecuador,2023-11,MANUAL,CONCLUIDA,342,270
Ecuador,2023-11,SIN_TIPO,CANCELADA,111,90
Ecuador,2023-12,MANUAL,CANCELADA,58,31
Ecuador,2023-12,MANUAL,CONCLUIDA,283,206
Ecuador,2023-12,SIN_TIPO,CANCELADA,59,46
Ecuador,2024-01,APP,CANCELADA,3,1
Ecuador,2024-01,MANUAL,CANCELADA,101,70
Ecuador,2024-01,MANUAL,CONCLUIDA,338,251
Ecuador,2024-01,SIN_TIPO,CANCELADA,59,48
Ecuador,2024-02,MANUAL,CANCELADA,99,67
Ecuador,2024-02,MANUAL,CONCLUIDA,375,281
Ecuador,2024-02,SIN_TIPO,CANCELADA,49,46
Ecuador,2024-03,ANCLAJE,CANCELADA,3,3
Ecuador,2024-03,ANCLAJE,CONCLUIDA,8,7
Ecuador,2024-03,APP,CONCLUIDA,2,2
Ecuador,2024-03,MANUAL,CANCELADA,124,90
Ecuador,2024-03,MANUAL,CONCLUIDA,387,285
Ecuador,2024-03,SIN_TIPO,CANCELADA,62,50
Ecuador,2024-04,ANCLAJE,CANCELADA,2,2
Ecuador,2024-04,ANCLAJE,CONCLUIDA,1,1
Ecuador,2024-04,ANCLAJE APP,CANCELADA,1,1
Ecuador,2024-04,ANCLAJE APP,CONCLUIDA,1,1
Ecuador,2024-04,MANUAL,CANCELADA,84,70
Ecuador,2024-04,MANUAL,CONCLUIDA,445,336
Ecuador,2024-04,SIN_TIPO,CANCELADA,50,41
Ecuador,2024-05,ANCLAJE APP,CANCELADA,1,1
Ecuador,2024-05,ANCLAJE APP,CONCLUIDA,3,3
Ecuador,2024-05,MANUAL,CANCELADA,119,83
Ecuador,2024-05,MANUAL,CONCLUIDA,439,349
Ecuador,2024-05,SIN_TIPO,CANCELADA,67,64
Ecuador,2024-06,ANCLAJE APP,CANCELADA,2,1
Ecuador,2024-06,ANCLAJE APP,CONCLUIDA,9,6
Ecuador,2024-06,MANUAL,CANCELADA,68,52
Ecuador,2024-06,MANUAL,CONCLUIDA,351,293
Ecuador,2024-06,SIN_TIPO,CANCELADA,60,57
Ecuador,2024-06,SIN_TIPO,CONCLUIDA,2,2
Ecuador,2024-07,ANCLAJE APP,CANCELADA,20,18
Ecuador,2024-07,ANCLAJE APP,CONCLUIDA,67,44
Ecuador,2024-07,MANUAL,CANCELADA,103,78
Ecuador,2024-07,MANUAL,CONCLUIDA,451,351
Ecuador,2024-07,SIN_TIPO,CANCELADA,119,107
Ecuador,2024-08,ANCLAJE APP SOA,CANCELADA,4,4
Ecuador,2024-08,ANCLAJE APP SOA,CONCLUIDA,12,11
Ecuador,2024-08,APP,CANCELADA,1,1
Ecuador,2024-08,BASE AUTOMATICO,CANCELADA,2,1
Ecuador,2024-08,MANUAL,CANCELADA,91,75
Ecuador,2024-08,MANUAL,CONCLUIDA,523,383
Ecuador,2024-08,SIN_TIPO,CANCELADA,76,71
Ecuador,2024-08,SIN_TIPO,CONCLUIDA,1,1
Ecuador,2024-09,ANCLAJE APP SOA,CANCELADA,34,32
Ecuador,2024-09,ANCLAJE APP SOA,CONCLUIDA,392,318
Ecuador,2024-09,MANUAL,CANCELADA,11,10
Ecuador,2024-09,MANUAL,CONCLUIDA,61,48
Ecuador,2024-09,SIN_TIPO,CANCELADA,82,73
Ecuador,2024-10,ANCLAJE APP SOA,CONCLUIDA,2,2
Ecuador,2024-10,MANUAL,CANCELADA,66,54
Ecuador,2024-10,MANUAL,CONCLUIDA,410,337
Ecuador,2024-10,SIN_TIPO,CANCELADA,65,62
Ecuador,2024-11,ANCLAJE APP SOA,CONCLUIDA,2,2
Ecuador,2024-11,MANUAL,CANCELADA,32,30
Ecuador,2024-11,MANUAL,CONCLUIDA,420,340
Ecuador,2024-11,SIN_TIPO,CANCELADA,92,82
Ecuador,2024-12,ANCLAJE APP SOA,CONCLUIDA,3,3
Ecuador,2024-12,MANUAL,CANCELADA,29,23
Ecuador,2024-12,MANUAL,CONCLUIDA,381,303
Ecuador,2024-12,SIN_TIPO,CANCELADA,92,90
Ecuador,2024-12,SIN_TIPO,CONCLUIDA,1,1
Ecuador,2025-01,ANCLAJE APP SOA,CONCLUIDA,3,3
Ecuador,2025-01,MANUAL,CANCELADA,50,39
Ecuador,2025-01,MANUAL,CONCLUIDA,451,350
Ecuador,2025-01,SIN_TIPO,CANCELADA,83,80
Ecuador,2025-02,ANCLAJE APP SOA,CANCELADA,2,1
Ecuador,2025-02,ANCLAJE APP SOA,CONCLUIDA,6,4
Ecuador,2025-02,ANCLAJE BASE,CANCELADA,1,1
Ecuador,2025-02,APP,CONCLUIDA,1,1
Ecuador,2025-02,MANUAL,CANCELADA,55,43
Ecuador,2025-02,MANUAL,CONCLUIDA,423,337
Ecuador,2025-02,SIN_TIPO,CANCELADA,76,73
Ecuador,2025-03,ANCLAJE APP SOA,CONCLUIDA,1,1
Ecuador,2025-03,APP,CANCELADA,2,1
Ecuador,2025-03,MANUAL,CANCELADA,46,41
Ecuador,2025-03,MANUAL,CONCLUIDA,403,315
Ecuador,2025-03,SIN_TIPO,CANCELADA,83,78
